id,Data source citation,Class,Order,Family,Genus,Species,Sub species,Authority,Common Name,Location of population,Country list,Region,Decimal Latitude,Decimal Longitude,Are coordinates for specific location?,system,biome,realm,Native,Alien,Invasive,Units,Sampling method,Data transformed,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,
7748,"Beudels-Jamar, R. C., P. Devillers, et al. (1998). Report on the status and perspectives of a species: Addax nasomaculatus. Action Plan for the Conservation and Restoration of Sahelo-Saharan Antelopes,. Convention on the Conservation of Migratory Species of Wild Animals. Bonn, Germany: 124-143.",Mammalia,Artiodactyla,Bovidae,Addax,nasomaculatus,,"de Blainville, 1816",Addax,"Chad, Mauritania, Niger (total population)","Chad, Mauritania, Niger",Africa,16.5,18.5,false,Terrestrial,Deserts and xeric shrublands,Palearctic,Yes,No,No,Individuals,Unknown,No,,,,,,,,,,,4000,,,,,,2000,,,,600,,,,,,,,,,,,,,,,,,,,,,,,,
