id,Data source citation,Class,Order,Family,Genus,Species,Sub species,Authority,Common Name,Location of population,Country list,Region,Decimal Latitude,Decimal Longitude,Are coordinates for specific location?,system,biome,realm,Native,Alien,Invasive,Units,Sampling method,Data transformed,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,
1362,"Rejinders, P., S. Brasseur, et al. (1993). Seals, Fur Seals, Sea Lions and Walrus.  Status Survey and Conservation Action Plan. IUCN/SSC Seal Specialist Group. I. S. S. S. Group, IUCN.",Mammalia,Carnivora,Phocidae,Pusa,hispida,saimensis,"(Schreber, 1775)",Ringed seal,"Total species.  Endemic to Lake Saimaa, Southeast Finland","Finland",Europe,61.25,28.25,true,Freshwater,Polar freshwaters,Palearctic,Yes,No,No,Individuals,Unknown,No,,250,,,,,,,,,,,,125,,,,,,,170,,,,,,,,,,,,,,,,,,,,,,,,,
